ruido4,ruido12,ruido20,fecha,nombre
44,80,79,2023-10-08,Bilbao
53,110,56,2023-10-08,Alcobendas
48,89,77,2023-10-08,Mostoles
41,138,71,2023-10-07,Barakaldo
71,60,50,2023-10-07,Bilbao
63,62,86,2023-10-07,Alcobendas
53,91,41,2023-10-07,Mostoles
55,125,63,2023-10-06,Barakaldo
50,99,67,2023-10-06,Bilbao
78,94,52,2023-10-06,Alcobendas
33,107,92,2023-10-06,Mostoles
51,71,92,2023-10-05,Barakaldo
79,95,66,2023-10-05,Bilbao
67,94,54,2023-10-05,Alcobendas
71,94,93,2023-10-05,Mostoles
75,94,56,2023-10-04,Barakaldo
59,71,97,2023-10-04,Bilbao
69,102,74,2023-10-04,Alcobendas
40,138,86,2023-10-04,Mostoles
63,98,51,2023-10-03,Barakaldo
68,68,78,2023-10-03,Bilbao
39,113,40,2023-10-03,Alcobendas
52,102,56,2023-10-03,Mostoles
68,81,86,2023-10-02,Barakaldo
40,122,85,2023-10-02,Bilbao
39,68,44,2023-10-02,Alcobendas
42,112,63,2023-10-02,Mostoles
32,127,68,2023-10-01,Barakaldo
46,83,53,2023-10-01,Bilbao
42,89,83,2023-10-01,Alcobendas
34,69,44,2023-10-01,Mostoles
68,82,68,2023-09-30,Barakaldo
47,81,77,2023-09-30,Bilbao
36,97,79,2023-09-30,Alcobendas
60,63,79,2023-09-30,Mostoles
55,62,71,2023-09-29,Barakaldo
75,69,62,2023-09-29,Bilbao
44,114,99,2023-09-29,Alcobendas
77,99,78,2023-09-29,Mostoles
31,62,86,2023-09-28,Barakaldo
50,101,95,2023-09-28,Bilbao
70,125,86,2023-09-28,Alcobendas
79,125,63,2023-09-28,Mostoles
33,113,82,2023-09-27,Barakaldo
47,86,88,2023-09-27,Bilbao
66,96,93,2023-09-27,Alcobendas
42,94,63,2023-09-27,Mostoles
41,80,78,2023-09-26,Barakaldo
41,80,90,2023-09-26,Bilbao
58,115,72,2023-09-26,Alcobendas
53,62,52,2023-09-26,Mostoles
69,101,71,2023-09-25,Barakaldo
38,66,46,2023-09-25,Bilbao
30,81,71,2023-09-25,Alcobendas
46,73,89,2023-09-25,Mostoles
56,138,69,2023-09-24,Barakaldo
70,77,69,2023-09-24,Bilbao
78,97,86,2023-09-24,Alcobendas
62,61,40,2023-09-24,Mostoles
63,111,80,2023-09-23,Barakaldo
31,102,92,2023-09-23,Bilbao
35,75,86,2023-09-23,Alcobendas
33,115,40,2023-09-23,Mostoles
43,70,53,2023-09-22,Barakaldo
64,70,47,2023-09-22,Bilbao
52,69,56,2023-09-22,Alcobendas
59,116,97,2023-09-22,Mostoles
62,132,56,2023-09-21,Barakaldo
59,98,84,2023-09-21,Bilbao
45,73,96,2023-09-21,Alcobendas
49,95,69,2023-09-21,Mostoles
37,101,54,2023-09-20,Barakaldo
43,99,94,2023-09-20,Bilbao
61,127,60,2023-09-20,Alcobendas
41,95,67,2023-09-20,Mostoles
42,72,98,2023-09-19,Barakaldo
31,62,91,2023-09-19,Bilbao
73,100,54,2023-09-19,Alcobendas
32,83,40,2023-09-19,Mostoles
69,72,72,2023-09-18,Barakaldo
73,118,62,2023-09-18,Bilbao
37,132,70,2023-09-18,Alcobendas
32,107,47,2023-09-18,Mostoles
79,61,46,2023-09-17,Barakaldo
40,73,97,2023-09-17,Bilbao
58,88,46,2023-09-17,Alcobendas
32,111,90,2023-09-17,Mostoles
73,96,61,2023-09-16,Barakaldo
79,73,86,2023-09-16,Bilbao
77,108,86,2023-09-16,Alcobendas
54,89,65,2023-09-16,Mostoles
45,62,68,2023-09-15,Barakaldo
50,64,74,2023-09-15,Bilbao
64,76,49,2023-09-15,Alcobendas
39,100,56,2023-09-15,Mostoles
55,106,40,2023-09-14,Barakaldo
67,139,94,2023-09-14,Bilbao
33,91,43,2023-09-14,Alcobendas
78,82,50,2023-09-14,Mostoles
61,131,43,2023-09-13,Barakaldo
37,61,80,2023-09-13,Bilbao
45,93,87,2023-09-13,Alcobendas
66,122,61,2023-09-13,Mostoles
78,116,52,2023-09-12,Barakaldo
51,99,64,2023-09-12,Bilbao
38,123,70,2023-09-12,Alcobendas
66,73,55,2023-09-12,Mostoles
33,74,70,2023-09-11,Barakaldo
74,102,88,2023-09-11,Bilbao
65,98,49,2023-09-11,Alcobendas
38,101,56,2023-09-11,Mostoles
44,130,40,2023-09-10,Barakaldo
30,82,52,2023-09-10,Bilbao
44,71,73,2023-09-10,Alcobendas
46,94,72,2023-09-10,Mostoles
54,117,50,2023-09-09,Barakaldo
41,132,76,2023-09-09,Bilbao
37,131,60,2023-09-09,Alcobendas
59,129,86,2023-09-09,Mostoles
31,125,98,2023-09-08,Barakaldo
42,113,62,2023-09-08,Bilbao
45,122,43,2023-09-08,Alcobendas
45,74,48,2023-09-08,Mostoles
43,127,79,2023-09-07,Barakaldo
43,97,58,2023-09-07,Bilbao
75,87,94,2023-09-07,Alcobendas
46,65,58,2023-09-07,Mostoles
68,103,70,2023-09-06,Barakaldo
52,82,49,2023-09-06,Bilbao
57,82,98,2023-09-06,Alcobendas
40,97,49,2023-09-06,Mostoles
62,103,90,2023-09-05,Barakaldo
62,124,66,2023-09-05,Bilbao
62,76,41,2023-09-05,Alcobendas
61,105,70,2023-09-05,Mostoles
31,116,98,2023-09-04,Barakaldo
50,113,57,2023-09-04,Bilbao
53,119,92,2023-09-04,Alcobendas
31,74,66,2023-09-04,Mostoles
58,135,58,2023-09-03,Barakaldo
40,131,63,2023-09-03,Bilbao
46,91,59,2023-09-03,Alcobendas
36,63,68,2023-09-03,Mostoles
45,78,97,2023-09-02,Barakaldo
48,93,98,2023-09-02,Bilbao
60,91,60,2023-09-02,Alcobendas
47,88,92,2023-09-02,Mostoles
68,89,59,2023-09-01,Barakaldo
47,96,48,2023-09-01,Bilbao
51,71,73,2023-09-01,Alcobendas
40,131,56,2023-09-01,Mostoles
71,64,83,2023-08-31,Barakaldo
32,135,82,2023-08-31,Bilbao
69,96,70,2023-08-31,Alcobendas
65,66,62,2023-08-31,Mostoles
55,65,52,2023-08-30,Barakaldo
59,109,74,2023-08-30,Bilbao
63,102,77,2023-08-30,Alcobendas
51,62,57,2023-08-30,Mostoles
74,108,44,2023-08-29,Barakaldo
39,116,49,2023-08-29,Bilbao
70,116,51,2023-08-29,Alcobendas
32,64,49,2023-08-29,Mostoles
72,83,44,2023-08-28,Barakaldo
79,93,74,2023-08-28,Bilbao
75,74,79,2023-08-28,Alcobendas
46,131,86,2023-08-28,Mostoles
37,90,42,2023-08-27,Barakaldo
32,101,43,2023-08-27,Bilbao
53,124,74,2023-08-27,Alcobendas
76,106,59,2023-08-27,Mostoles
74,64,87,2023-08-26,Barakaldo
49,96,81,2023-08-26,Bilbao
65,72,94,2023-08-26,Alcobendas
44,109,84,2023-08-26,Mostoles
69,76,75,2023-08-25,Barakaldo
73,95,55,2023-08-25,Bilbao
59,84,70,2023-08-25,Alcobendas
76,97,72,2023-08-25,Mostoles
58,124,74,2023-08-24,Barakaldo
79,119,63,2023-08-24,Bilbao
58,115,77,2023-08-24,Alcobendas
78,92,58,2023-08-24,Mostoles
57,117,83,2023-08-23,Barakaldo
69,109,46,2023-08-23,Bilbao
34,76,80,2023-08-23,Alcobendas
62,118,71,2023-08-23,Mostoles
31,79,52,2023-08-22,Barakaldo
49,98,52,2023-08-22,Bilbao
56,79,78,2023-08-22,Alcobendas
52,138,48,2023-08-22,Mostoles
58,70,48,2023-08-21,Barakaldo
44,75,99,2023-08-21,Bilbao
49,102,96,2023-08-21,Alcobendas
65,139,67,2023-08-21,Mostoles
55,89,86,2023-08-20,Barakaldo
76,109,94,2023-08-20,Bilbao
57,84,65,2023-08-20,Alcobendas
35,81,46,2023-08-20,Mostoles
38,79,82,2023-08-19,Barakaldo
55,128,42,2023-08-19,Bilbao
45,67,46,2023-08-19,Alcobendas
30,101,99,2023-08-19,Mostoles
61,131,48,2023-08-18,Barakaldo
51,87,55,2023-08-18,Bilbao
53,79,57,2023-08-18,Alcobendas
67,136,48,2023-08-18,Mostoles
79,93,82,2023-08-17,Barakaldo
57,64,62,2023-08-17,Bilbao
74,135,92,2023-08-17,Alcobendas
47,62,92,2023-08-17,Mostoles
35,137,58,2023-08-16,Barakaldo
37,101,67,2023-08-16,Bilbao
66,110,71,2023-08-16,Alcobendas
48,127,68,2023-08-16,Mostoles
48,95,87,2023-08-15,Barakaldo
33,93,65,2023-08-15,Bilbao
64,60,90,2023-08-15,Alcobendas
64,76,41,2023-08-15,Mostoles
47,79,84,2023-08-14,Barakaldo
31,63,40,2023-08-14,Bilbao
50,110,41,2023-08-14,Alcobendas
64,123,94,2023-08-14,Mostoles
43,87,65,2023-08-13,Barakaldo
67,62,85,2023-08-13,Bilbao
70,87,74,2023-08-13,Alcobendas
38,139,78,2023-08-13,Mostoles
38,83,57,2023-08-12,Barakaldo
47,129,48,2023-08-12,Bilbao
31,77,79,2023-08-12,Alcobendas
51,91,44,2023-08-12,Mostoles
34,122,54,2023-08-11,Barakaldo
41,67,74,2023-08-11,Bilbao
47,126,67,2023-08-11,Alcobendas
65,116,63,2023-08-11,Mostoles
45,76,71,2023-08-10,Barakaldo
55,97,87,2023-08-10,Bilbao
61,112,52,2023-08-10,Alcobendas
56,70,98,2023-08-10,Mostoles
78,74,79,2023-08-09,Barakaldo
72,64,76,2023-08-09,Bilbao
59,133,57,2023-08-09,Alcobendas
64,115,59,2023-08-09,Mostoles
35,95,93,2023-08-08,Barakaldo
63,73,66,2023-08-08,Bilbao
45,100,58,2023-08-08,Alcobendas
53,122,45,2023-08-08,Mostoles
33,102,91,2023-08-07,Barakaldo
65,124,47,2023-08-07,Bilbao
45,97,89,2023-08-07,Alcobendas
47,100,52,2023-08-07,Mostoles
58,129,40,2023-08-06,Barakaldo
66,102,95,2023-08-06,Bilbao
46,111,92,2023-08-06,Alcobendas
35,61,72,2023-08-06,Mostoles
30,133,72,2023-08-05,Barakaldo
53,61,44,2023-08-05,Bilbao
59,92,57,2023-08-05,Alcobendas
42,71,56,2023-08-05,Mostoles
50,120,71,2023-08-04,Barakaldo
60,70,92,2023-08-04,Bilbao
38,63,54,2023-08-04,Alcobendas
55,125,95,2023-08-04,Mostoles
31,119,61,2023-08-03,Barakaldo
52,74,79,2023-08-03,Bilbao
32,135,77,2023-08-03,Alcobendas
59,121,52,2023-08-03,Mostoles
34,65,50,2023-08-02,Barakaldo
56,132,44,2023-08-02,Bilbao
72,117,94,2023-08-02,Alcobendas
53,128,48,2023-08-02,Mostoles
73,66,68,2023-08-01,Barakaldo
79,117,46,2023-08-01,Bilbao
71,115,43,2023-08-01,Alcobendas
72,80,94,2023-08-01,Mostoles
30,129,48,2023-07-31,Barakaldo
49,87,69,2023-07-31,Bilbao
57,88,95,2023-07-31,Alcobendas
43,120,78,2023-07-31,Mostoles
47,75,56,2023-07-30,Barakaldo
39,73,91,2023-07-30,Bilbao
65,91,52,2023-07-30,Alcobendas
50,109,75,2023-07-30,Mostoles
59,124,66,2023-07-29,Barakaldo
42,108,98,2023-07-29,Bilbao
77,131,49,2023-07-29,Alcobendas
35,122,44,2023-07-29,Mostoles
74,117,61,2023-07-28,Barakaldo
33,128,98,2023-07-28,Bilbao
46,103,44,2023-07-28,Alcobendas
63,127,70,2023-07-28,Mostoles
50,68,82,2023-07-27,Barakaldo
31,91,52,2023-07-27,Bilbao
73,70,49,2023-07-27,Alcobendas
70,63,76,2023-07-27,Mostoles
75,123,63,2023-07-26,Barakaldo
73,126,74,2023-07-26,Bilbao
59,137,54,2023-07-26,Alcobendas
70,131,98,2023-07-26,Mostoles
42,76,60,2023-07-25,Barakaldo
66,126,64,2023-07-25,Bilbao
58,69,90,2023-07-25,Alcobendas
42,125,85,2023-07-25,Mostoles
46,70,62,2023-07-24,Barakaldo
62,74,58,2023-07-24,Bilbao
48,76,51,2023-07-24,Alcobendas
40,125,51,2023-07-24,Mostoles
75,137,64,2023-07-23,Barakaldo
32,90,43,2023-07-23,Bilbao
35,105,67,2023-07-23,Alcobendas
54,89,84,2023-07-23,Mostoles
48,61,83,2023-07-22,Barakaldo
71,133,74,2023-07-22,Bilbao
41,75,52,2023-07-22,Alcobendas
43,113,41,2023-07-22,Mostoles
77,94,56,2023-07-21,Barakaldo
78,137,91,2023-07-21,Bilbao
40,88,43,2023-07-21,Alcobendas
50,113,46,2023-07-21,Mostoles
53,133,82,2023-07-20,Barakaldo
75,103,44,2023-07-20,Bilbao
58,64,51,2023-07-20,Alcobendas
76,125,84,2023-07-20,Mostoles
36,70,74,2023-07-19,Barakaldo
57,109,98,2023-07-19,Bilbao
40,81,52,2023-07-19,Alcobendas
60,95,61,2023-07-19,Mostoles
65,64,75,2023-07-18,Barakaldo
65,101,40,2023-07-18,Bilbao
35,96,82,2023-07-18,Alcobendas
31,92,84,2023-07-18,Mostoles
39,113,53,2023-07-17,Barakaldo
40,108,67,2023-07-17,Bilbao
63,133,55,2023-07-17,Alcobendas
47,64,80,2023-07-17,Mostoles
75,88,73,2023-07-16,Barakaldo
64,105,47,2023-07-16,Bilbao
52,109,51,2023-07-16,Alcobendas
77,94,57,2023-07-16,Mostoles
68,92,84,2023-07-15,Barakaldo
41,104,75,2023-07-15,Bilbao
62,124,50,2023-07-15,Alcobendas
65,66,79,2023-07-15,Mostoles
76,60,95,2023-07-14,Barakaldo
45,77,93,2023-07-14,Bilbao
62,119,40,2023-07-14,Alcobendas
53,112,65,2023-07-14,Mostoles
68,137,91,2023-07-13,Barakaldo
37,131,44,2023-07-13,Bilbao
73,126,90,2023-07-13,Alcobendas
37,72,87,2023-07-13,Mostoles
76,85,43,2023-07-12,Barakaldo
67,139,51,2023-07-12,Bilbao
66,105,40,2023-07-12,Alcobendas
42,106,60,2023-07-12,Mostoles
49,96,57,2023-07-11,Barakaldo
48,92,56,2023-07-11,Bilbao
68,127,59,2023-07-11,Alcobendas
70,113,53,2023-07-11,Mostoles
49,69,55,2023-07-10,Barakaldo
35,106,43,2023-07-10,Bilbao
35,106,69,2023-07-10,Alcobendas
58,101,43,2023-07-10,Mostoles
41,124,83,2023-07-09,Barakaldo
56,114,68,2023-07-09,Bilbao
79,117,63,2023-07-09,Alcobendas
75,86,64,2023-07-09,Mostoles
60,68,68,2023-07-08,Barakaldo
40,68,70,2023-07-08,Bilbao
65,104,78,2023-07-08,Alcobendas
35,72,67,2023-07-08,Mostoles
49,78,64,2023-07-07,Barakaldo
31,64,58,2023-07-07,Bilbao
62,115,93,2023-07-07,Alcobendas
70,138,56,2023-07-07,Mostoles
73,131,91,2023-07-06,Barakaldo
31,102,58,2023-07-06,Bilbao
66,66,88,2023-07-06,Alcobendas
33,82,59,2023-07-06,Mostoles
41,97,68,2023-07-05,Barakaldo
46,78,93,2023-07-05,Bilbao
78,92,45,2023-07-05,Alcobendas
41,68,99,2023-07-05,Mostoles
30,64,56,2023-07-04,Barakaldo
65,108,53,2023-07-04,Bilbao
60,63,64,2023-07-04,Alcobendas
40,117,73,2023-07-04,Mostoles
61,88,74,2023-07-03,Barakaldo
76,61,92,2023-07-03,Bilbao
51,88,98,2023-07-03,Alcobendas
65,128,48,2023-07-03,Mostoles
62,130,97,2023-07-02,Barakaldo
70,79,93,2023-07-02,Bilbao
32,85,91,2023-07-02,Alcobendas
65,65,77,2023-07-02,Mostoles
66,115,48,2023-07-01,Barakaldo
41,100,93,2023-07-01,Bilbao
50,115,69,2023-07-01,Alcobendas
63,98,95,2023-07-01,Mostoles
50,110,50,2023-06-30,Barakaldo
63,136,86,2023-06-30,Bilbao
45,86,63,2023-06-30,Alcobendas
36,117,87,2023-06-30,Mostoles
56,76,73,2023-06-29,Barakaldo
68,130,68,2023-06-29,Bilbao
41,114,60,2023-06-29,Alcobendas
65,87,74,2023-06-29,Mostoles
32,138,41,2023-06-28,Barakaldo
66,117,67,2023-06-28,Bilbao
36,101,45,2023-06-28,Alcobendas
34,86,95,2023-06-28,Mostoles
45,73,40,2023-06-27,Barakaldo
42,78,90,2023-06-27,Bilbao
44,92,72,2023-06-27,Alcobendas
75,112,47,2023-06-27,Mostoles
69,95,63,2023-06-26,Barakaldo
74,71,62,2023-06-26,Bilbao
40,106,64,2023-06-26,Alcobendas
57,128,57,2023-06-26,Mostoles
46,64,85,2023-06-25,Barakaldo
72,68,84,2023-06-25,Bilbao
45,60,49,2023-06-25,Alcobendas
75,81,95,2023-06-25,Mostoles
35,134,74,2023-06-24,Barakaldo
32,119,47,2023-06-24,Bilbao
47,124,76,2023-06-24,Alcobendas
55,100,44,2023-06-24,Mostoles
40,121,78,2023-06-23,Barakaldo
56,78,70,2023-06-23,Bilbao
72,62,69,2023-06-23,Alcobendas
74,134,91,2023-06-23,Mostoles
74,98,58,2023-06-22,Barakaldo
47,68,67,2023-06-22,Bilbao
35,108,66,2023-06-22,Alcobendas
43,88,65,2023-06-22,Mostoles
73,114,63,2023-06-21,Barakaldo
51,91,85,2023-06-21,Bilbao
78,107,84,2023-06-21,Alcobendas
63,83,85,2023-06-21,Mostoles
61,80,41,2023-06-20,Barakaldo
77,79,53,2023-06-20,Bilbao
78,102,95,2023-06-20,Alcobendas
38,75,45,2023-06-20,Mostoles
79,115,42,2023-06-19,Barakaldo
68,131,92,2023-06-19,Bilbao
70,102,60,2023-06-19,Alcobendas
58,82,42,2023-06-19,Mostoles
45,85,83,2023-06-18,Barakaldo
30,104,90,2023-06-18,Bilbao
33,96,63,2023-06-18,Alcobendas
62,87,49,2023-06-18,Mostoles
43,94,93,2023-06-17,Barakaldo
35,129,72,2023-06-17,Bilbao
45,108,76,2023-06-17,Alcobendas
50,132,98,2023-06-17,Mostoles
54,115,64,2023-06-16,Barakaldo
33,77,96,2023-06-16,Bilbao
57,82,77,2023-06-16,Alcobendas
61,116,70,2023-06-16,Mostoles
61,134,94,2023-06-15,Barakaldo
68,102,88,2023-06-15,Bilbao
64,61,77,2023-06-15,Alcobendas
30,139,67,2023-06-15,Mostoles
72,76,47,2023-06-14,Barakaldo
68,129,90,2023-06-14,Bilbao
35,79,67,2023-06-14,Alcobendas
55,97,89,2023-06-14,Mostoles
38,91,58,2023-06-13,Barakaldo
35,127,45,2023-06-13,Bilbao
31,91,63,2023-06-13,Alcobendas
62,65,70,2023-06-13,Mostoles
79,66,51,2023-06-12,Barakaldo
75,110,99,2023-06-12,Bilbao
70,75,57,2023-06-12,Alcobendas
79,128,85,2023-06-12,Mostoles
64,104,87,2023-06-11,Barakaldo
39,76,61,2023-06-11,Bilbao
79,99,95,2023-06-11,Alcobendas
66,80,75,2023-06-11,Mostoles
70,88,82,2023-06-10,Barakaldo
32,66,81,2023-06-10,Bilbao
67,130,76,2023-06-10,Alcobendas
35,108,61,2023-06-10,Mostoles
55,89,88,2023-06-09,Barakaldo
43,131,57,2023-06-09,Bilbao
62,100,70,2023-06-09,Alcobendas
60,86,81,2023-06-09,Mostoles
31,64,50,2023-06-08,Barakaldo
59,132,96,2023-06-08,Bilbao
69,77,48,2023-06-08,Alcobendas
68,73,51,2023-06-08,Mostoles
67,132,56,2023-06-07,Barakaldo
37,71,96,2023-06-07,Bilbao
40,110,65,2023-06-07,Alcobendas
64,100,47,2023-06-07,Mostoles
31,119,46,2023-06-06,Barakaldo
62,99,91,2023-06-06,Bilbao
76,92,43,2023-06-06,Alcobendas
40,86,80,2023-06-06,Mostoles
33,118,73,2023-06-05,Barakaldo
38,98,72,2023-06-05,Bilbao
33,105,68,2023-06-05,Alcobendas
